No;Link Matkul;Name;Kode Matkul;Kategori Matkul
4889;https://sikola.unhas.ac.id/courses/19L02130503/index.php;PENCEMARAN PERAIRAN;19L02130503;54242
4890;https://sikola.unhas.ac.id/courses/19L02130603/index.php;PEMETAAN SUMBER DAYA PERAIRAN (19L02130603);19L02130603;54242
4896;https://sikola.unhas.ac.id/courses/19L02131103/index.php;DASAR-DASAR AMDAL;19L02131103;54242
4899;https://sikola.unhas.ac.id/courses/19L02131402/index.php;PERUBAHAN IKLIM GLOBAL (P);19L02131402;54242
4916;https://sikola.unhas.ac.id/courses/19L03120803/index.php;TEKNOLOGI DAN MANAJEMEN PAKAN;19L03120803;54243
4917;https://sikola.unhas.ac.id/courses/19L03120903/index.php;PATOLOGI IKAN;19L03120903;54243
4928;https://sikola.unhas.ac.id/courses/19L03130503/index.php;IMMUNOLOGI IKAN (P);19L03130503;54243
4930;https://sikola.unhas.ac.id/courses/19L03130703/index.php;TEKNOLOGI BUDIDAYA RUMPUT LAUT (P);19L03130703;54243
4947;https://sikola.unhas.ac.id/courses/19L04110202/index.php;DASAR-DASAR PENANGKAPAN IKAN;19L04110202;54246
4951;https://sikola.unhas.ac.id/courses/19L04120203/index.php;BAHAN DAN ALAT PENANGKAPAN IKAN;19L04120203;54246
4954;https://sikola.unhas.ac.id/courses/19L04120503/index.php;NAVIGASI 19L04120503;19L04120503;54246
4957;https://sikola.unhas.ac.id/courses/19L04120803/index.php;RANCANG BANGUN ALAT PENANGKAPAN IKAN;19L04120803;54246
4960;https://sikola.unhas.ac.id/courses/19L04121103/index.php;TEKNIK PEMETAAN PERIKANAN TANGKAP;19L04121103;54246
4963;https://sikola.unhas.ac.id/courses/19L04130203/index.php;OPERASI PENANGKAPAN IKAN;19L04130203;54246
4964;https://sikola.unhas.ac.id/courses/19L04130303/index.php;SISTEM INFORMASI PERIKANAN TANGKAP;19L04130303;54246
4966;https://sikola.unhas.ac.id/courses/19L04130503/index.php;KONSTRUKSI ALAT PENANGKAPAN IKAN;19L04130503;54246
4968;https://sikola.unhas.ac.id/courses/19L04130703/index.php;TEKNOLOGI ALAT BANTU PENANGKAPAN IKAN (P);19L04130703;54246
4970;https://sikola.unhas.ac.id/courses/19L04130903/index.php;TEKNOLOGI REFRIGERASI HASIL PERIKANAN (P);19L04130903;54246
4976;https://sikola.unhas.ac.id/courses/19L04131503/index.php;PENANGANAN HASIL TANGKAPAN;19L04131503;54246
4979;https://sikola.unhas.ac.id/courses/19L04131802/index.php;PRAKTIK KERJA RANCANG BANGUN ALAT DAN KAPAL PERIKANAN;19L04131802;54246
4991;https://sikola.unhas.ac.id/courses/19L042323/index.php;PENGOLAHAN DATA PERIKANAN TANGKAP;19L042323;54246
5000;https://sikola.unhas.ac.id/courses/19L05120803/index.php;AKUNTANSI PERIKANAN;19L05120803;54245
5008;https://sikola.unhas.ac.id/courses/19L05130303/index.php;KOPERASI PERIKANAN;19L05130303;54245
5040;https://sikola.unhas.ac.id/courses/19L06210202/index.php;METODOLOGI PENELITIAN PERIKANAN;19L06210202;54146
5059;https://sikola.unhas.ac.id/courses/19L06213003/index.php;TEKNOLOGI PENANGKAPAN IKAN BERTANGGUNGJAWAB;19L06213003;54146
5066;https://sikola.unhas.ac.id/courses/19L06213703/index.php;KEAMANAN PRODUK PERIKANAN;19L06213703;54146
5080;https://sikola.unhas.ac.id/courses/19L07210302/index.php;EKOLOGI WILAYAH PESISIR DAN LAUTAN;19L07210302;54145
5083;https://sikola.unhas.ac.id/courses/19L07210703/index.php;ANALISIS SISTEM DAN PEMODELAN DINAMIK SUMBERDAYA PESISIR;19L07210703;54145
5198;https://sikola.unhas.ac.id/courses/19R06210302/index.php;MANAJEMEN ANALISIS DATA;19R06210302;14101
5203;https://sikola.unhas.ac.id/courses/19R06213102/index.php;KMB LANJUT I;19R06213102;14101
5209;https://sikola.unhas.ac.id/courses/19R06220702/index.php;KONSEP PENGAJARAN & SISTEM PEMBELAJARAN;19R06220702;14101
5221;https://sikola.unhas.ac.id/courses/20101311703/index.php;ADITIF DAN IMBUHAN PAKAN;20101311703;54031
5230;https://sikola.unhas.ac.id/courses/201D4213/index.php;ALJABAR LINIER;201D4213;55201
5234;https://sikola.unhas.ac.id/courses/201G1103/index.php;FISIOLOGI TUMBUHAN;201G1103;54211
5240;https://sikola.unhas.ac.id/courses/201K2013/index.php;PENILAIAN STATUS GIZI;201K2013;13211
5248;https://sikola.unhas.ac.id/courses/202D4112/index.php;DASAR TENAGA LISTRIK;202D4112;20201
5250;https://sikola.unhas.ac.id/courses/202D6213/index.php;GEOLOGI STRUKTUR;202D6213;31201
5259;https://sikola.unhas.ac.id/courses/202G5403/index.php;MEKANIKA FLUIDA;202G5403;41201
5263;https://sikola.unhas.ac.id/courses/202K2013/index.php;ANALISIS BAHAN MAKANAN;202K2013;13211
5264;https://sikola.unhas.ac.id/courses/202N1113/index.php;DASAR SINTESIS OBAT;202N1113;48201
5280;https://sikola.unhas.ac.id/courses/203K1112/index.php;PEMBIAYAAN DAN PENGANGGARAN KESEHATAN;203K1112;13201
5281;https://sikola.unhas.ac.id/courses/203K2013/index.php;METABOLISME ZAT GIZI;203K2013;13211
5282;https://sikola.unhas.ac.id/courses/203N1113/index.php;BIOKIMIA;203N1113;48201
5289;https://sikola.unhas.ac.id/courses/204D4213/index.php;JARINGAN KOMPUTER;204D4213;55201
5305;https://sikola.unhas.ac.id/courses/204L0022/index.php;KEWIRAUSAHAAN PERIKANAN DAN KELAUTAN;204L0022;54245
5311;https://sikola.unhas.ac.id/courses/205D4212/index.php;DASAR MULTIMEDIA;205D4212;55201
5321;https://sikola.unhas.ac.id/courses/205F9114/index.php;BAHASA JEPANG TERPADU MENENGAH I;205F9114;79204
5322;https://sikola.unhas.ac.id/courses/205G0103/index.php;MIKROBIOLOGI;205G0103;54211
5325;https://sikola.unhas.ac.id/courses/205G5403/index.php;ILMU UKUR WILAYAH;205G5403;41201
5329;https://sikola.unhas.ac.id/courses/205K2012/index.php;GIZI MASYARAKAT PESISIR DAN KEPULAUAN (GIZI);205K2012;13211
5330;https://sikola.unhas.ac.id/courses/205M1103/index.php;HASIL HUTAN BUKAN KAYU;205M1103;54251
5337;https://sikola.unhas.ac.id/courses/206D3313/index.php;MATEMATIKA TEKNIK;206D3313;36202
5339;https://sikola.unhas.ac.id/courses/206D4213/index.php;PEMROGRAMAN BERORIENTASI OBYEK;206D4213;55201
5354;https://sikola.unhas.ac.id/courses/206F9112/index.php;KANJI 1;206F9112;79204
5359;https://sikola.unhas.ac.id/courses/206K1313/index.php;SURVEILANS KESEHATAN MASYARAKAT;206K1313;13201
5360;https://sikola.unhas.ac.id/courses/206K2013/index.php;FARMAKOLOGI GIZI;206K2013;13211
5365;https://sikola.unhas.ac.id/courses/207A3313/index.php;AKUNTANSI KEUANGAN II (S1);207A3313;62201
5368;https://sikola.unhas.ac.id/courses/207D2113/index.php;MATERIAL TEKNIK (S1 TEKNIK MESIN);207D2113;21201
5372;https://sikola.unhas.ac.id/courses/207D3313/index.php;TAHANAN KAPAL;207D3313;36202
5374;https://sikola.unhas.ac.id/courses/207D4213/index.php;SISTEM OPERASI;207D4213;55201
5376;https://sikola.unhas.ac.id/courses/207E1103/index.php;PERBANDINGAN POLITIK;207E1103;67201
5380;https://sikola.unhas.ac.id/courses/207E3103/index.php;KOMUNIKASI MASSA;207E3103;70201
5389;https://sikola.unhas.ac.id/courses/207G5302/index.php;ANALISA PANGAN;207G5302;41231
5393;https://sikola.unhas.ac.id/courses/207K2013/index.php;GIZI DAN BIOMOLEKULER;207K2013;13211
5394;https://sikola.unhas.ac.id/courses/207M110317/index.php;ILMU KAYU;207M110317;54251
5396;https://sikola.unhas.ac.id/courses/207O1113/index.php;ANATOMI VETERINER II DAN SATWA AKUATIK;207O1113;54261
5398;https://sikola.unhas.ac.id/courses/208A1113/index.php;SEJARAH PEMIKIRAN EKONOMI;208A1113;60201
5400;https://sikola.unhas.ac.id/courses/208B2104/index.php;HUKUM ADMINISTRASI NEGARA;208B2104;74235
5404;https://sikola.unhas.ac.id/courses/208D2212/index.php;MATERIAL TEKNIK INDUSTRI;208D2212;26201
5411;https://sikola.unhas.ac.id/courses/208D6212/index.php;KIMIA FISIKA;208D6212;31201
5420;https://sikola.unhas.ac.id/courses/208F9112/index.php;MENYIMAK BAHASA JEPANG 3;208F9112;79204
5421;https://sikola.unhas.ac.id/courses/208G5302/index.php;APLIKASI TEKNIK LABORATORIUM;208G5302;41231
5422;https://sikola.unhas.ac.id/courses/208K1612/index.php;PRAKTIKUM KESEHATAN LINGKUNGAN 2023;208K1612;13201
5423;https://sikola.unhas.ac.id/courses/208K2012/index.php;GIZI DAUR HIDUP I;208K2012;13211
5424;https://sikola.unhas.ac.id/courses/208N1112/index.php;MIKROBIOLOGI ANALISIS;208N1112;48201
5425;https://sikola.unhas.ac.id/courses/208O1112/index.php;HISTOLOGI VETERINER II;208O1112;54261
5428;https://sikola.unhas.ac.id/courses/209D1113/index.php;TEKNOLOGI BAHAN KONSTRUKSI;209D1113;22201
5430;https://sikola.unhas.ac.id/courses/209D2114/index.php;MATEMATIKA TEKNIK;209D2114;21201
5434;https://sikola.unhas.ac.id/courses/209D3313/index.php;PERMESINAN KAPAL I;209D3313;36202
5436;https://sikola.unhas.ac.id/courses/209D4223/index.php;BASIS DATA I;209D4223;55201
5437;https://sikola.unhas.ac.id/courses/209D6113/index.php;SEDIMENTOLOGI;209D6113;34201
5438;https://sikola.unhas.ac.id/courses/209D6212/index.php;EKONOMI TEKNIK;209D6212;31201
5450;https://sikola.unhas.ac.id/courses/209G5302/index.php;BIOKIMIA PANGAN;209G5302;41231
5451;https://sikola.unhas.ac.id/courses/209I1103/index.php;ILMU NUTRISI TERNAK;209I1103;54231
5453;https://sikola.unhas.ac.id/courses/209K2012/index.php;GIZI DAUR HIDUP II;209K2012;13211
5454;https://sikola.unhas.ac.id/courses/209M1123/index.php;SILVIKA;209M1123;54251
5456;https://sikola.unhas.ac.id/courses/209O1113/index.php;EMBRIOLOGI DAN GENETIKA;209O1113;54261
5458;https://sikola.unhas.ac.id/courses/20A01410203/index.php;MANAJEMEN PERPAJAKAN (PPAk);20A01410203;62901
5459;https://sikola.unhas.ac.id/courses/20A01410303/index.php;SISTEM INFORMASI DAN PENGENDALIAN INTERNAL (PPAk);20A01410303;62901
5488;https://sikola.unhas.ac.id/courses/20C01110102/index.php;S1 KETERAMPILAN BELAJAR;20C01110102;11201
5492;https://sikola.unhas.ac.id/courses/20C01110503/index.php;S1 BIOMEDIK III;20C01110503;11201
5609;https://sikola.unhas.ac.id/courses/20C05510202/index.php;OBSTETRI DAN GINEKOLOGI DASAR 2020;20C05510202;11708
5743;https://sikola.unhas.ac.id/courses/20C11520405/index.php;VENEREOLOGI;20C11520405;11704
6220;https://sikola.unhas.ac.id/courses/20F01121004/index.php;BAHASA INGGRIS TERPADU;20F01121004;79201
6243;https://sikola.unhas.ac.id/courses/20F01132004/index.php;MORFOLOGI BAHASA INDONESIA;20F01132004;79201
6304;https://sikola.unhas.ac.id/courses/20G01710503/index.php;TEKNOLOGI PENGELOLAAN AIR DAN TANAH;20G01710503;41322
6382;https://sikola.unhas.ac.id/courses/20H06130104/index.php;METODE GEOLISTRIK DAN ELEKTROMAGNETIK;20H06130104;33201
6383;https://sikola.unhas.ac.id/courses/20H06130203/index.php;METODA GRAVITASI DAN GEOMAGNET (20H06130203);20H06130203;33201
6385;https://sikola.unhas.ac.id/courses/20H06130402/index.php;GEOKIMIA (20H06130402);20H06130402;33201
6404;https://sikola.unhas.ac.id/courses/20H06132302/index.php;GEOFISIKA GEOTEKNIK;20H06132302;33201
6431;https://sikola.unhas.ac.id/courses/20I01311203/index.php;INDUSTRI HALAL BAHAN PANGAN HEWANI;20I01311203;54031
6453;https://sikola.unhas.ac.id/courses/20I04710103/index.php;PENGANTAR ILMU TERNAK POTONG DAN PERAH;20I04710103;54318
6481;https://sikola.unhas.ac.id/courses/20I05710803/index.php;MANAJEMEN BISNIS TERNAK PERAH;20I05710803;54335
6493;https://sikola.unhas.ac.id/courses/20J08210202/index.php;METODOLOGI PENELITIAN DAN BIOSTATISTIK;20J08210202;12101
6494;https://sikola.unhas.ac.id/courses/20J08210302/index.php;BIOLOGI MOLEKULER DAN IMUNOLOGI;20J08210302;12101
6608;https://sikola.unhas.ac.id/courses/20L03210502/index.php;Kimia Lingkungan dan Pengendalian Pencemaran;20L03210502;54141
6616;https://sikola.unhas.ac.id/courses/20M01110303/index.php;Ekologi Umum;20M01110303;54251
6617;https://sikola.unhas.ac.id/courses/20M01110402/index.php;Statistika;20M01110402;54251
6618;https://sikola.unhas.ac.id/courses/20M01110602/index.php;Dasar-Dasar Konservasi;20M01110602;54251
6629;https://sikola.unhas.ac.id/courses/20M01121202/index.php;Hasil Hutan Bukan Kayu;20M01121202;54251
6686;https://sikola.unhas.ac.id/courses/20M02110102/index.php;Pengantar Rekayasa;20M02110102;54252
6688;https://sikola.unhas.ac.id/courses/20M02120202/index.php;Ilmu Kayu;20M02120202;54252
6694;https://sikola.unhas.ac.id/courses/20M02120802/index.php;Teknologi Pengolahan dan Pengerjaan Kayu Solid;20M02120802;54252
6699;https://sikola.unhas.ac.id/courses/20M02121302/index.php;Kesehatan Hutan;20M02121302;54252
6702;https://sikola.unhas.ac.id/courses/20M02130402/index.php;TEKNOLOGI KIMIA HASIL HUTAN;20M02130402;54252
6703;https://sikola.unhas.ac.id/courses/20M02130403/index.php;Teknologi Bioinformatika dan aplikasi pemrograman;20M02130403;54252
6739;https://sikola.unhas.ac.id/courses/20N01110201/index.php;PRAKTIKUM TEKNOLOGI FARMASI SEDIAAN CAIR DAN SEMI PADAT;20N01110201;48201
6745;https://sikola.unhas.ac.id/courses/20N01110802/index.php;Mikrobiologi dan Parasitologi;20N01110802;48201
6747;https://sikola.unhas.ac.id/courses/20N01111002/index.php;Kimia Analisis;20N01111002;48201
6752;https://sikola.unhas.ac.id/courses/20N01111501/index.php;PRAKTIKUM FARMASETIKA DASAR;20N01111501;48201
6753;https://sikola.unhas.ac.id/courses/20N01111602/index.php;Biofarmasetika;20N01111602;48201
6759;https://sikola.unhas.ac.id/courses/20N01120201/index.php;PRAKTIKUM FARMASI FISIKA;20N01120201;48201
6764;https://sikola.unhas.ac.id/courses/20N01120702/index.php;IMUNOLOGI;20N01120702;48201
6767;https://sikola.unhas.ac.id/courses/20N01121002/index.php;MIKROBIOLOGI ANALISIS;20N01121002;48201
6772;https://sikola.unhas.ac.id/courses/20N01121402/index.php;KOMUNIKASI EFEKTIF DAN PROFESIONAL;20N01121402;48201
6773;https://sikola.unhas.ac.id/courses/20N01121502/index.php;FISIOLOGI MIKROBA;20N01121502;48201
6774;https://sikola.unhas.ac.id/courses/20N01121702/index.php;Teknologi Farmasi Sediaan Padat;20N01121702;48201
6775;https://sikola.unhas.ac.id/courses/20N01121801/index.php;Praktikum Teknologi Farmasi Sediaan Padat;20N01121801;48201
6779;https://sikola.unhas.ac.id/courses/20N01122302/index.php;Analisis Pangan dan Perbekalan Farmasi;20N01122302;48201
6780;https://sikola.unhas.ac.id/courses/20N01122402/index.php;Biokimia Klinik;20N01122402;48201
6786;https://sikola.unhas.ac.id/courses/20N01123002/index.php;BIOTEKNOLOGI FARMASI-2021;20N01123002;48201
6797;https://sikola.unhas.ac.id/courses/20N01130902/index.php;FARMAKOTERAPI 1;20N01130902;48201
6800;https://sikola.unhas.ac.id/courses/20N01131202/index.php;PENGANTAR FARMASI INDUSTRI DAN DISTRIBUSI;20N01131202;48201
6802;https://sikola.unhas.ac.id/courses/20N01131402/index.php;Radiofarmasi;20N01131402;48201
6806;https://sikola.unhas.ac.id/courses/20N01131801/index.php;Praktikum Teknologi Farmasi Sediaan Steril;20N01131801;48201
6813;https://sikola.unhas.ac.id/courses/20N01132502/index.php;Bioanalisis;20N01132502;48201
6815;https://sikola.unhas.ac.id/courses/20N01132702/index.php;Pengembangan Teknologi Farmasetika;20N01132702;48201
6861;https://sikola.unhas.ac.id/courses/20P02311303/index.php;KELEMBAGAAN PEMBANGUNAN PERTANIAN;20P02311303;60003
6908;https://sikola.unhas.ac.id/courses/210C1105/index.php;S1 SISTEM MUSKULOSKELETAL;210C1105;11201
6910;https://sikola.unhas.ac.id/courses/210D1212/index.php;TOPOGRAFI DAN PEMETAAN;210D1212;25201
6917;https://sikola.unhas.ac.id/courses/210D4223/index.php;KECERDASAN BUATAN;210D4223;55201
6931;https://sikola.unhas.ac.id/courses/210I1103/index.php;ILMU TANAMAN PAKAN;210I1103;54231
6932;https://sikola.unhas.ac.id/courses/210K1712/index.php;PEMBERDAYAAN DAN PENGORGANISASIAN MASYARAKAT;210K1712;13201
6936;https://sikola.unhas.ac.id/courses/211A2223/index.php;MANAJEMEN KEUANGAN II;211A2223;61201
6947;https://sikola.unhas.ac.id/courses/211D4222/index.php;REKAYASA PERANGKAT LUNAK I;211D4222;55201
6953;https://sikola.unhas.ac.id/courses/211E1203/index.php;SISTEM KEPARTAIAN DAN PEMILU DI INDONESIA;211E1203;65201
6959;https://sikola.unhas.ac.id/courses/211F4112/index.php;SINTAKSIS BAHASA ARAB;211F4112;79203
6960;https://sikola.unhas.ac.id/courses/211F4122/index.php;NAHWU I;211F4122;79203
6962;https://sikola.unhas.ac.id/courses/211F6103/index.php;PENGANTAR TEORI ARKEOLOGI;211F6103;81201
6964;https://sikola.unhas.ac.id/courses/211F9112/index.php;SEJARAH KESUSASTRAAN JEPANG;211F9112;79204
6965;https://sikola.unhas.ac.id/courses/211F9122/index.php;SEJARAH KESUSASTRAAN JEPANG II;211F9122;79204
6966;https://sikola.unhas.ac.id/courses/211I1103/index.php;ILMU BAHAN PAKAN;211I1103;54231
6967;https://sikola.unhas.ac.id/courses/211K1812/index.php;SISTEM PELAYANAN RUMAH SAKIT;211K1812;13201
6969;https://sikola.unhas.ac.id/courses/211M1122/index.php;BIOTEKNOLOGI KEHUTANAN;211M1122;54251
6970;https://sikola.unhas.ac.id/courses/211O1113/index.php;MIKROBIOLOGI MEDIS I (BAKTERIOLOGI DAN MIKOLOGI);211O1113;54261
6982;https://sikola.unhas.ac.id/courses/212D3313/index.php;DESAIN KAPAL;212D3313;36202
6984;https://sikola.unhas.ac.id/courses/212D4223/index.php;PEMROGRAMAN BERBASIS WEB;212D4223;55201
6988;https://sikola.unhas.ac.id/courses/212D6222/index.php;TEKNIK PELEDAKAN;212D6222;31201
6990;https://sikola.unhas.ac.id/courses/212E1203/index.php;E-GOVERMENT;212E1203;65201
6991;https://sikola.unhas.ac.id/courses/212E1303/index.php;SISTEM POLITIK DAN KEBIJAKAN LUAR NEGERI AMERIKA SERIKAT;212E1303;64201
6996;https://sikola.unhas.ac.id/courses/212F4112/index.php;KESUSASTRAAN ARAB II;212F4112;79203
7002;https://sikola.unhas.ac.id/courses/212I1103/index.php;ILMU PEMULIAAN TERNAK;212I1103;54231
7005;https://sikola.unhas.ac.id/courses/212O1112/index.php;NUTRISI VETERINER DAN SATWA AKUATIK;212O1112;54261
7010;https://sikola.unhas.ac.id/courses/213C1315/index.php;PROSES DAN PENGUKURAN FISIOTERAPI;213C1315;11202
7013;https://sikola.unhas.ac.id/courses/213D2124/index.php;TERMODINAMIKA;213D2124;21201
7014;https://sikola.unhas.ac.id/courses/213D2212/index.php;ELEKTRONIKA INDUSTRI;213D2212;26201
7017;https://sikola.unhas.ac.id/courses/213D3323/index.php;PROPULSI KAPAL;213D3323;36202
7033;https://sikola.unhas.ac.id/courses/213I1103/index.php;FISIOLOGI TERNAK;213I1103;54231
7040;https://sikola.unhas.ac.id/courses/214C1316/index.php;TERAPI LATIHAN DAN MANIPULASI;214C1316;11202
7041;https://sikola.unhas.ac.id/courses/214D1113/index.php;ANALISIS STRUKTUR I;214D1113;22201
7049;https://sikola.unhas.ac.id/courses/214D4223/index.php;PEMROGRAMAN VISUAL;214D4223;55201
7052;https://sikola.unhas.ac.id/courses/214D6223/index.php;EKONOMI MINERAL;214D6223;31201
7055;https://sikola.unhas.ac.id/courses/214E2103/index.php;SISTEM INFORMASI MANAJEMEN;214E2103;63201
7065;https://sikola.unhas.ac.id/courses/214I1103/index.php;DASAR TEKNOLOGI HASIL TERNAK;214I1103;54231
7067;https://sikola.unhas.ac.id/courses/214M1123/index.php;TEKNOLOGI PENGOLAHAN KAYU;214M1123;54251
7068;https://sikola.unhas.ac.id/courses/214O1123/index.php;ANATOMI TOPOGRAFI;214O1123;54261
7072;https://sikola.unhas.ac.id/courses/215C1312/index.php;DASAR PEMERIKSAAN LABORATORIUM;215C1312;11202
7076;https://sikola.unhas.ac.id/courses/215D2212/index.php;ALAT BANTU DAN ALAT UKUR;215D2212;26201
7081;https://sikola.unhas.ac.id/courses/215D5113/index.php;PEMETAAN DAN ANALISIS TAPAK;215D5113;D511
7088;https://sikola.unhas.ac.id/courses/215E4103/index.php;TEORI PERUBAHAN SOSIAL;215E4103;69201
7090;https://sikola.unhas.ac.id/courses/215F3112/index.php;COMPREHENSION ORALE ET ECRITE 3;215F3112;79205
7095;https://sikola.unhas.ac.id/courses/215K2023/index.php;MIKROBIOLOGI PANGAN;215K2023;13211
7097;https://sikola.unhas.ac.id/courses/215O1122/index.php;MIKROBIOLOGI MEDIS II (VIROLOGI);215O1122;54261
7102;https://sikola.unhas.ac.id/courses/216C1312/index.php;DASAR PEMERIKSAAN RADIOLOGI;216C1312;11202
7105;https://sikola.unhas.ac.id/courses/216D2123/index.php;PENGUKURAN TEKNIK;216D2123;21201
7121;https://sikola.unhas.ac.id/courses/216F3112/index.php;TATA BAHASA PRANCIS 3;216F3112;79205
7129;https://sikola.unhas.ac.id/courses/217B2123/index.php;JUDICIAL REVIEW;217B2123;74235
7131;https://sikola.unhas.ac.id/courses/217C1316/index.php;ELEKTRO FISIKA DAN SUMBER FISIS;217C1316;11202
7146;https://sikola.unhas.ac.id/courses/217F3112/index.php;MORFOLOGI;217F3112;79205
7150;https://sikola.unhas.ac.id/courses/217O1122/index.php;FARMAKOLOGI VETERINER I;217O1122;54261
7166;https://sikola.unhas.ac.id/courses/218F3112/index.php;KAJIAN PROSA PRANCIS DAN FRANCOPHONE;218F3112;79205
7171;https://sikola.unhas.ac.id/courses/218O1122/index.php;KESEJAHTERAAN HEWAN DAN KESMAVET;218O1122;54261
7174;https://sikola.unhas.ac.id/courses/219C1327/index.php;"MANAJEMEN FISIOTERAPI (MANAJ. FT) MUSKULOSKELETAL &amp;amp;AMP;AMP; BEDAH/ANATOMI II";219C1327;11202
7177;https://sikola.unhas.ac.id/courses/219D2223/index.php;STATISTIK INDUSTRI;219D2223;26201
7192;https://sikola.unhas.ac.id/courses/21D01110302/index.php;Statistika dan Probabilitas;21D01110302;22201
7193;https://sikola.unhas.ac.id/courses/21D01110402/index.php;Survei dan Pemetaan Topografi;21D01110402;22201
7200;https://sikola.unhas.ac.id/courses/21D01120503/index.php;Teknologi Bahan Konstruksi;21D01120503;22201
7201;https://sikola.unhas.ac.id/courses/21D01120602/index.php;Analisis Struktur I;21D01120602;22201
7202;https://sikola.unhas.ac.id/courses/21D01120702/index.php;Rekayasa Lalu Lintas;21D01120702;22201
7217;https://sikola.unhas.ac.id/courses/21D01130302/index.php;Rekayasa Drainase;21D01130302;22201
7235;https://sikola.unhas.ac.id/courses/21D01140503/index.php;Erosi dan Angkutan Sedimen;21D01140503;22201
7267;https://sikola.unhas.ac.id/courses/21D02130502/index.php;MEKATRONIKA A;21D02130502;21201
7270;https://sikola.unhas.ac.id/courses/21D02130905/index.php;SISTEM PEMBANGKIT DAYA + PRAKTIKUM;21D02130905;21201
7307;https://sikola.unhas.ac.id/courses/21D03110103/index.php;Gambar Teknik;21D03110103;36201
7335;https://sikola.unhas.ac.id/courses/21D03141002/index.php;Kapal Kontainer;21D03141002;36201
7336;https://sikola.unhas.ac.id/courses/21D03141102/index.php;Kapal Nonkonvensional;21D03141102;36201
7355;https://sikola.unhas.ac.id/courses/21D04110103/index.php;Kalkulus I;21D04110103;20201
7362;https://sikola.unhas.ac.id/courses/21D04110803/index.php;KALKULUS II;21D04110803;20201
7458;https://sikola.unhas.ac.id/courses/21D05110203/index.php;NIRMANA;21D05110203;23201
7468;https://sikola.unhas.ac.id/courses/21D05120203/index.php;Pemetaan dan Analisis Tapak;21D05120203;23201
7495;https://sikola.unhas.ac.id/courses/21D05131403/index.php;Desain & Simulasi Energi Bangunan;21D05131403;23201
7507;https://sikola.unhas.ac.id/courses/21D05133203/index.php;KOMPOSISI WARNA;21D05133203;22201
7591;https://sikola.unhas.ac.id/courses/21D06133302/index.php;Petrogenesis Batuan Magmatik;21D06133302;34201
7597;https://sikola.unhas.ac.id/courses/21D06133902/index.php;Sumber Daya Energi Non-konvensional;21D06133902;34201
7625;https://sikola.unhas.ac.id/courses/21D07120702/index.php;Elektronika Industri;21D07120702;26201
7744;https://sikola.unhas.ac.id/courses/21D09110703/index.php;Teori dan Disain Kapal;21D09110703;36202
7746;https://sikola.unhas.ac.id/courses/21D09120203/index.php;Tahanan Kapal;21D09120203;36202
7864;https://sikola.unhas.ac.id/courses/21D11120802/index.php;Tambang Terbuka;21D11120802;31201
7865;https://sikola.unhas.ac.id/courses/21D11120902/index.php;Ekonomi Teknik (21D11120902);21D11120902;31201
7874;https://sikola.unhas.ac.id/courses/21D11121802/index.php;Manajemen Tambang (21D11121802);21D11121802;31201
7876;https://sikola.unhas.ac.id/courses/21D11130102/index.php;K3 dan Kebijakan Pertambangan;21D11130102;31201
7880;https://sikola.unhas.ac.id/courses/21D11130502/index.php;Analisis Investasi Tambang (21D11130502);21D11130502;31201
7881;https://sikola.unhas.ac.id/courses/21D11130602/index.php;Ekonomi Mineral (21D11130602);21D11130602;31201
7925;https://sikola.unhas.ac.id/courses/21D12110102/index.php;PENGANTAR TEKNOLOGI INFORMASI;21D12110102;55201
7926;https://sikola.unhas.ac.id/courses/21D12110203/index.php;DASAR PEMROGRAMAN KOMPUTER;21D12110203;55201
7927;https://sikola.unhas.ac.id/courses/21D12110303/index.php;SISTEM DIGITAL;21D12110303;55201
7929;https://sikola.unhas.ac.id/courses/21D12120103/index.php;ALJABAR LINEAR;21D12120103;55201
7931;https://sikola.unhas.ac.id/courses/21D12120303/index.php;ARSITEKTUR DAN ORGANISASI KOMPUTER;21D12120303;55201
7932;https://sikola.unhas.ac.id/courses/21D12120403/index.php;PEMROGRAMAN BERORIENTASI OBYEK;21D12120403;55201
7934;https://sikola.unhas.ac.id/courses/21D12120602/index.php;TEORI BAHASA DAN OTOMATA;21D12120602;55201
7935;https://sikola.unhas.ac.id/courses/21D12120702/index.php;PEMROGRAMAN SCRIPT;21D12120702;55201
7936;https://sikola.unhas.ac.id/courses/21D12120803/index.php;KECERDASAN BUATAN;21D12120803;55201
7943;https://sikola.unhas.ac.id/courses/21D12130503/index.php;PEMROGRAMAN MOBILE;21D12130503;55201
7949;https://sikola.unhas.ac.id/courses/21D12131204/index.php;SISTEM BIG DATA;21D12131204;55201
7955;https://sikola.unhas.ac.id/courses/21D12140703/index.php;ANIMASI DAN PEMODELAN 3D;21D12140703;55201
7958;https://sikola.unhas.ac.id/courses/21D12141203/index.php;GRAFIKA KOMPUTER;21D12141203;55201
7978;https://sikola.unhas.ac.id/courses/21D13110502/index.php;Topografi dan Pemetaan;21D13110502;25201
7991;https://sikola.unhas.ac.id/courses/21D13121302/index.php;Kesehatan Lingkungan;21D13121302;25201
7993;https://sikola.unhas.ac.id/courses/21D13121503/index.php;Plumbing dan Instrumentasi;21D13121503;25201
7997;https://sikola.unhas.ac.id/courses/21D13130202/index.php;Unit Operasi;21D13130202;25201
